Comunidades y Ciudades Autónomas	Viajeros y pernoctaciones	Residencia	Periodo	Total
10 Comunitat Valenciana	Pernoctaciones	Total 	2019M02	401.722
10 Comunitat Valenciana	Pernoctaciones	Total 	2019M01	387.855
10 Comunitat Valenciana	Pernoctaciones	Total 	2018M12	429.654
10 Comunitat Valenciana	Pernoctaciones	Total 	2018M11	437.086
10 Comunitat Valenciana	Pernoctaciones	Total 	2018M10	692.791
10 Comunitat Valenciana	Pernoctaciones	Total 	2018M09	1.149.028
10 Comunitat Valenciana	Pernoctaciones	Total 	2018M08	2.380.564
10 Comunitat Valenciana	Pernoctaciones	Total 	2018M07	1.868.654
10 Comunitat Valenciana	Pernoctaciones	Total 	2018M06	1.057.852
10 Comunitat Valenciana	Pernoctaciones	Total 	2018M05	681.823
10 Comunitat Valenciana	Pernoctaciones	Total 	2018M04	607.963
10 Comunitat Valenciana	Pernoctaciones	Total 	2018M03	617.844
10 Comunitat Valenciana	Pernoctaciones	Total 	2018M02	427.324
10 Comunitat Valenciana	Pernoctaciones	Total 	2018M01	384.712
10 Comunitat Valenciana	Pernoctaciones	Residentes en España	2021M08	1.704.511
10 Comunitat Valenciana	Pernoctaciones	Residentes en España	2021M07	1.352.737
10 Comunitat Valenciana	Pernoctaciones	Residentes en España	2021M06	468.611
10 Comunitat Valenciana	Pernoctaciones	Residentes en España	2021M05	156.939
10 Comunitat Valenciana	Pernoctaciones	Residentes en España	2021M04	102.893
10 Comunitat Valenciana	Pernoctaciones	Residentes en España	2021M03	74.035
10 Comunitat Valenciana	Pernoctaciones	Residentes en España	2021M02	50.918
10 Comunitat Valenciana	Pernoctaciones	Residentes en España	2021M01	52.426
10 Comunitat Valenciana	Pernoctaciones	Residentes en España	2020M12	62.667
10 Comunitat Valenciana	Pernoctaciones	Residentes en España	2020M11	55.034
10 Comunitat Valenciana	Pernoctaciones	Residentes en España	2020M10	113.440
10 Comunitat Valenciana	Pernoctaciones	Residentes en España	2020M09	272.979
10 Comunitat Valenciana	Pernoctaciones	Residentes en España	2020M08	1.013.954
10 Comunitat Valenciana	Pernoctaciones	Residentes en España	2020M07	646.555
10 Comunitat Valenciana	Pernoctaciones	Residentes en España	2020M06	76.569
10 Comunitat Valenciana	Pernoctaciones	Residentes en España	2020M05	.
10 Comunitat Valenciana	Pernoctaciones	Residentes en España	2020M04	0
10 Comunitat Valenciana	Pernoctaciones	Residentes en España	2020M03	26.162
10 Comunitat Valenciana	Pernoctaciones	Residentes en España	2020M02	95.042
10 Comunitat Valenciana	Pernoctaciones	Residentes en España	2020M01	86.495
10 Comunitat Valenciana	Pernoctaciones	Residentes en España	2019M12	131.331
10 Comunitat Valenciana	Pernoctaciones	Residentes en España	2019M11	98.886
10 Comunitat Valenciana	Pernoctaciones	Residentes en España	2019M10	121.443
10 Comunitat Valenciana	Pernoctaciones	Residentes en España	2019M09	426.166
10 Comunitat Valenciana	Pernoctaciones	Residentes en España	2019M08	1.378.502
10 Comunitat Valenciana	Pernoctaciones	Residentes en España	2019M07	1.010.715
10 Comunitat Valenciana	Pernoctaciones	Residentes en España	2019M06	448.109
10 Comunitat Valenciana	Pernoctaciones	Residentes en España	2019M05	190.394
10 Comunitat Valenciana	Pernoctaciones	Residentes en España	2019M04	233.132
10 Comunitat Valenciana	Pernoctaciones	Residentes en España	2019M03	123.995
10 Comunitat Valenciana	Pernoctaciones	Residentes en España	2019M02	83.381
10 Comunitat Valenciana	Pernoctaciones	Residentes en España	2019M01	77.361
10 Comunitat Valenciana	Pernoctaciones	Residentes en España	2018M12	134.896
10 Comunitat Valenciana	Pernoctaciones	Residentes en España	2018M11	99.718
10 Comunitat Valenciana	Pernoctaciones	Residentes en España	2018M10	144.121
10 Comunitat Valenciana	Pernoctaciones	Residentes en España	2018M09	527.339
10 Comunitat Valenciana	Pernoctaciones	Residentes en España	2018M08	1.405.822
10 Comunitat Valenciana	Pernoctaciones	Residentes en España	2018M07	1.071.530
10 Comunitat Valenciana	Pernoctaciones	Residentes en España	2018M06	432.803
10 Comunitat Valenciana	Pernoctaciones	Residentes en España	2018M05	189.588
10 Comunitat Valenciana	Pernoctaciones	Residentes en España	2018M04	186.538
10 Comunitat Valenciana	Pernoctaciones	Residentes en España	2018M03	183.415
10 Comunitat Valenciana	Pernoctaciones	Residentes en España	2018M02	80.368
10 Comunitat Valenciana	Pernoctaciones	Residentes en España	2018M01	75.334
10 Comunitat Valenciana	Pernoctaciones	Residentes en el Extranjero	2021M08	579.273
10 Comunitat Valenciana	Pernoctaciones	Residentes en el Extranjero	2021M07	427.587
10 Comunitat Valenciana	Pernoctaciones	Residentes en el Extranjero	2021M06	156.206
10 Comunitat Valenciana	Pernoctaciones	Residentes en el Extranjero	2021M05	94.423
10 Comunitat Valenciana	Pernoctaciones	Residentes en el Extranjero	2021M04	45.262
10 Comunitat Valenciana	Pernoctaciones	Residentes en el Extranjero	2021M03	38.215
10 Comunitat Valenciana	Pernoctaciones	Residentes en el Extranjero	2021M02	38.050
10 Comunitat Valenciana	Pernoctaciones	Residentes en el Extranjero	2021M01	46.635
10 Comunitat Valenciana	Pernoctaciones	Residentes en el Extranjero	2020M12	43.700
10 Comunitat Valenciana	Pernoctaciones	Residentes en el Extranjero	2020M11	52.031
10 Comunitat Valenciana	Pernoctaciones	Residentes en el Extranjero	2020M10	79.795
10 Comunitat Valenciana	Pernoctaciones	Residentes en el Extranjero	2020M09	85.964
10 Comunitat Valenciana	Pernoctaciones	Residentes en el Extranjero	2020M08	321.027
10 Comunitat Valenciana	Pernoctaciones	Residentes en el Extranjero	2020M07	185.728
10 Comunitat Valenciana	Pernoctaciones	Residentes en el Extranjero	2020M06	21.513
10 Comunitat Valenciana	Pernoctaciones	Residentes en el Extranjero	2020M05	.
10 Comunitat Valenciana	Pernoctaciones	Residentes en el Extranjero	2020M04	0
10 Comunitat Valenciana	Pernoctaciones	Residentes en el Extranjero	2020M03	111.155
10 Comunitat Valenciana	Pernoctaciones	Residentes en el Extranjero	2020M02	332.109
10 Comunitat Valenciana	Pernoctaciones	Residentes en el Extranjero	2020M01	308.327
10 Comunitat Valenciana	Pernoctaciones	Residentes en el Extranjero	2019M12	280.524
10 Comunitat Valenciana	Pernoctaciones	Residentes en el Extranjero	2019M11	306.321
10 Comunitat Valenciana	Pernoctaciones	Residentes en el Extranjero	2019M10	539.820
10 Comunitat Valenciana	Pernoctaciones	Residentes en el Extranjero	2019M09	636.004
10 Comunitat Valenciana	Pernoctaciones	Residentes en el Extranjero	2019M08	1.086.084
10 Comunitat Valenciana	Pernoctaciones	Residentes en el Extranjero	2019M07	836.617
10 Comunitat Valenciana	Pernoctaciones	Residentes en el Extranjero	2019M06	638.555
10 Comunitat Valenciana	Pernoctaciones	Residentes en el Extranjero	2019M05	494.929
10 Comunitat Valenciana	Pernoctaciones	Residentes en el Extranjero	2019M04	449.909
10 Comunitat Valenciana	Pernoctaciones	Residentes en el Extranjero	2019M03	397.640
10 Comunitat Valenciana	Pernoctaciones	Residentes en el Extranjero	2019M02	318.342
10 Comunitat Valenciana	Pernoctaciones	Residentes en el Extranjero	2019M01	310.495
10 Comunitat Valenciana	Pernoctaciones	Residentes en el Extranjero	2018M12	294.758
10 Comunitat Valenciana	Pernoctaciones	Residentes en el Extranjero	2018M11	337.368
10 Comunitat Valenciana	Pernoctaciones	Residentes en el Extranjero	2018M10	548.670
10 Comunitat Valenciana	Pernoctaciones	Residentes en el Extranjero	2018M09	621.689
10 Comunitat Valenciana	Pernoctaciones	Residentes en el Extranjero	2018M08	974.742
10 Comunitat Valenciana	Pernoctaciones	Residentes en el Extranjero	2018M07	797.124
10 Comunitat Valenciana	Pernoctaciones	Residentes en el Extranjero	2018M06	625.049
10 Comunitat Valenciana	Pernoctaciones	Residentes en el Extranjero	2018M05	492.235
10 Comunitat Valenciana	Pernoctaciones	Residentes en el Extranjero	2018M04	421.426
10 Comunitat Valenciana	Pernoctaciones	Residentes en el Extranjero	2018M03	434.429
10 Comunitat Valenciana	Pernoctaciones	Residentes en el Extranjero	2018M02	346.957
10 Comunitat Valenciana	Pernoctaciones	Residentes en el Extranjero	2018M01	309.378
11 Extremadura	Viajero	Total 	2021M08	19.943
11 Extremadura	Viajero	Total 	2021M07	13.895
11 Extremadura	Viajero	Total 	2021M06	8.622
11 Extremadura	Viajero	Total 	2021M05	6.707
11 Extremadura	Viajero	Total 	2021M04	2.746
11 Extremadura	Viajero	Total 	2021M03	4.053
11 Extremadura	Viajero	Total 	2021M02	1.204
11 Extremadura	Viajero	Total 	2021M01	797
11 Extremadura	Viajero	Total 	2020M12	3.118
11 Extremadura	Viajero	Total 	2020M11	2.874
11 Extremadura	Viajero	Total 	2020M10	5.946
11 Extremadura	Viajero	Total 	2020M09	7.279
11 Extremadura	Viajero	Total 	2020M08	12.158
11 Extremadura	Viajero	Total 	2020M07	9.716
11 Extremadura	Viajero	Total 	2020M06	1.993
11 Extremadura	Viajero	Total 	2020M05	290
11 Extremadura	Viajero	Total 	2020M04	0
11 Extremadura	Viajero	Total 	2020M03	1.903
11 Extremadura	Viajero	Total 	2020M02	8.871
11 Extremadura	Viajero	Total 	2020M01	6.226
11 Extremadura	Viajero	Total 	2019M12	9.780
11 Extremadura	Viajero	Total 	2019M11	9.710
11 Extremadura	Viajero	Total 	2019M10	12.000
11 Extremadura	Viajero	Total 	2019M09	11.069
11 Extremadura	Viajero	Total 	2019M08	19.613
11 Extremadura	Viajero	Total 	2019M07	13.740
11 Extremadura	Viajero	Total 	2019M06	11.376
11 Extremadura	Viajero	Total 	2019M05	8.841
11 Extremadura	Viajero	Total 	2019M04	10.270
11 Extremadura	Viajero	Total 	2019M03	7.703
11 Extremadura	Viajero	Total 	2019M02	4.728
11 Extremadura	Viajero	Total 	2019M01	3.998
11 Extremadura	Viajero	Total 	2018M12	5.497
11 Extremadura	Viajero	Total 	2018M11	5.866
11 Extremadura	Viajero	Total 	2018M10	6.982
11 Extremadura	Viajero	Total 	2018M09	7.708
11 Extremadura	Viajero	Total 	2018M08	11.924
11 Extremadura	Viajero	Total 	2018M07	9.848
11 Extremadura	Viajero	Total 	2018M06	7.098
11 Extremadura	Viajero	Total 	2018M05	7.366
11 Extremadura	Viajero	Total 	2018M04	7.847
11 Extremadura	Viajero	Total 	2018M03	7.175
11 Extremadura	Viajero	Total 	2018M02	4.340
11 Extremadura	Viajero	Total 	2018M01	3.619
11 Extremadura	Viajero	Residentes en España	2021M08	18.700
11 Extremadura	Viajero	Residentes en España	2021M07	13.244
11 Extremadura	Viajero	Residentes en España	2021M06	8.055
11 Extremadura	Viajero	Residentes en España	2021M05	6.142
11 Extremadura	Viajero	Residentes en España	2021M04	2.658
11 Extremadura	Viajero	Residentes en España	2021M03	4.017
11 Extremadura	Viajero	Residentes en España	2021M02	1.114
11 Extremadura	Viajero	Residentes en España	2021M01	723
11 Extremadura	Viajero	Residentes en España	2020M12	3.030
11 Extremadura	Viajero	Residentes en España	2020M11	2.774
11 Extremadura	Viajero	Residentes en España	2020M10	5.598
11 Extremadura	Viajero	Residentes en España	2020M09	7.025
11 Extremadura	Viajero	Residentes en España	2020M08	11.725
11 Extremadura	Viajero	Residentes en España	2020M07	9.341
11 Extremadura	Viajero	Residentes en España	2020M06	1.973
11 Extremadura	Viajero	Residentes en España	2020M05	.
11 Extremadura	Viajero	Residentes en España	2020M04	0
11 Extremadura	Viajero	Residentes en España	2020M03	1.604
11 Extremadura	Viajero	Residentes en España	2020M02	7.914
11 Extremadura	Viajero	Residentes en España	2020M01	5.372
11 Extremadura	Viajero	Residentes en España	2019M12	8.879
11 Extremadura	Viajero	Residentes en España	2019M11	8.750
11 Extremadura	Viajero	Residentes en España	2019M10	10.088
11 Extremadura	Viajero	Residentes en España	2019M09	9.647
11 Extremadura	Viajero	Residentes en España	2019M08	17.482
11 Extremadura	Viajero	Residentes en España	2019M07	12.140
11 Extremadura	Viajero	Residentes en España	2019M06	9.421
11 Extremadura	Viajero	Residentes en España	2019M05	7.110
11 Extremadura	Viajero	Residentes en España	2019M04	8.929
11 Extremadura	Viajero	Residentes en España	2019M03	7.107
11 Extremadura	Viajero	Residentes en España	2019M02	4.238
11 Extremadura	Viajero	Residentes en España	2019M01	3.286
11 Extremadura	Viajero	Residentes en España	2018M12	4.924
11 Extremadura	Viajero	Residentes en España	2018M11	5.417
11 Extremadura	Viajero	Residentes en España	2018M10	6.041
11 Extremadura	Viajero	Residentes en España	2018M09	6.884
11 Extremadura	Viajero	Residentes en España	2018M08	10.714
11 Extremadura	Viajero	Residentes en España	2018M07	8.893
11 Extremadura	Viajero	Residentes en España	2018M06	5.767
