,Comunidades y Ciudades Autónomas,Viajeros y pernoctaciones,Residencia,Periodo,Total
2934,11 Extremadura,Viajero,Total ,2019M02,4.728
2935,11 Extremadura,Viajero,Total ,2019M01,3.998
2936,11 Extremadura,Viajero,Total ,2018M12,5.497
2937,11 Extremadura,Viajero,Total ,2018M11,5.866
2938,11 Extremadura,Viajero,Total ,2018M10,6.982
2939,11 Extremadura,Viajero,Total ,2018M09,7.708
2940,11 Extremadura,Viajero,Total ,2018M08,11.924
2941,11 Extremadura,Viajero,Total ,2018M07,9.848
2942,11 Extremadura,Viajero,Total ,2018M06,7.098
2943,11 Extremadura,Viajero,Total ,2018M05,7.366
2944,11 Extremadura,Viajero,Total ,2018M04,7.847
2945,11 Extremadura,Viajero,Total ,2018M03,7.175
2946,11 Extremadura,Viajero,Total ,2018M02,4.340
2947,11 Extremadura,Viajero,Total ,2018M01,3.619
2948,11 Extremadura,Viajero,Residentes en España,2021M08,18.700
2949,11 Extremadura,Viajero,Residentes en España,2021M07,13.244
2950,11 Extremadura,Viajero,Residentes en España,2021M06,8.055
2951,11 Extremadura,Viajero,Residentes en España,2021M05,6.142
2952,11 Extremadura,Viajero,Residentes en España,2021M04,2.658
2953,11 Extremadura,Viajero,Residentes en España,2021M03,4.017
2954,11 Extremadura,Viajero,Residentes en España,2021M02,1.114
2955,11 Extremadura,Viajero,Residentes en España,2021M01,723
2956,11 Extremadura,Viajero,Residentes en España,2020M12,3.030
2957,11 Extremadura,Viajero,Residentes en España,2020M11,2.774
2958,11 Extremadura,Viajero,Residentes en España,2020M10,5.598
2959,11 Extremadura,Viajero,Residentes en España,2020M09,7.025
2960,11 Extremadura,Viajero,Residentes en España,2020M08,11.725
2961,11 Extremadura,Viajero,Residentes en España,2020M07,9.341
2962,11 Extremadura,Viajero,Residentes en España,2020M06,1.973
2963,11 Extremadura,Viajero,Residentes en España,2020M05,.
2964,11 Extremadura,Viajero,Residentes en España,2020M04,0
2965,11 Extremadura,Viajero,Residentes en España,2020M03,1.604
2966,11 Extremadura,Viajero,Residentes en España,2020M02,7.914
2967,11 Extremadura,Viajero,Residentes en España,2020M01,5.372
2968,11 Extremadura,Viajero,Residentes en España,2019M12,8.879
2969,11 Extremadura,Viajero,Residentes en España,2019M11,8.750
2970,11 Extremadura,Viajero,Residentes en España,2019M10,10.088
2971,11 Extremadura,Viajero,Residentes en España,2019M09,9.647
2972,11 Extremadura,Viajero,Residentes en España,2019M08,17.482
2973,11 Extremadura,Viajero,Residentes en España,2019M07,12.140
2974,11 Extremadura,Viajero,Residentes en España,2019M06,9.421
2975,11 Extremadura,Viajero,Residentes en España,2019M05,7.110
2976,11 Extremadura,Viajero,Residentes en España,2019M04,8.929
2977,11 Extremadura,Viajero,Residentes en España,2019M03,7.107
2978,11 Extremadura,Viajero,Residentes en España,2019M02,4.238
2979,11 Extremadura,Viajero,Residentes en España,2019M01,3.286
2980,11 Extremadura,Viajero,Residentes en España,2018M12,4.924
2981,11 Extremadura,Viajero,Residentes en España,2018M11,5.417
2982,11 Extremadura,Viajero,Residentes en España,2018M10,6.041
2983,11 Extremadura,Viajero,Residentes en España,2018M09,6.884
2984,11 Extremadura,Viajero,Residentes en España,2018M08,10.714
2985,11 Extremadura,Viajero,Residentes en España,2018M07,8.893
2986,11 Extremadura,Viajero,Residentes en España,2018M06,5.767
2987,11 Extremadura,Viajero,Residentes en España,2018M05,6.118
2988,11 Extremadura,Viajero,Residentes en España,2018M04,6.544
2989,11 Extremadura,Viajero,Residentes en España,2018M03,6.237
2990,11 Extremadura,Viajero,Residentes en España,2018M02,3.745
2991,11 Extremadura,Viajero,Residentes en España,2018M01,3.067
2992,11 Extremadura,Viajero,Residentes en el Extranjero,2021M08,1.243
2993,11 Extremadura,Viajero,Residentes en el Extranjero,2021M07,651
2994,11 Extremadura,Viajero,Residentes en el Extranjero,2021M06,567
2995,11 Extremadura,Viajero,Residentes en el Extranjero,2021M05,566
2996,11 Extremadura,Viajero,Residentes en el Extranjero,2021M04,89
2997,11 Extremadura,Viajero,Residentes en el Extranjero,2021M03,36
2998,11 Extremadura,Viajero,Residentes en el Extranjero,2021M02,90
2999,11 Extremadura,Viajero,Residentes en el Extranjero,2021M01,74
3000,11 Extremadura,Viajero,Residentes en el Extranjero,2020M12,88
3001,11 Extremadura,Viajero,Residentes en el Extranjero,2020M11,100
3002,11 Extremadura,Viajero,Residentes en el Extranjero,2020M10,349
3003,11 Extremadura,Viajero,Residentes en el Extranjero,2020M09,254
3004,11 Extremadura,Viajero,Residentes en el Extranjero,2020M08,433
3005,11 Extremadura,Viajero,Residentes en el Extranjero,2020M07,375
3006,11 Extremadura,Viajero,Residentes en el Extranjero,2020M06,20
3007,11 Extremadura,Viajero,Residentes en el Extranjero,2020M05,.
3008,11 Extremadura,Viajero,Residentes en el Extranjero,2020M04,0
3009,11 Extremadura,Viajero,Residentes en el Extranjero,2020M03,299
3010,11 Extremadura,Viajero,Residentes en el Extranjero,2020M02,957
3011,11 Extremadura,Viajero,Residentes en el Extranjero,2020M01,853
3012,11 Extremadura,Viajero,Residentes en el Extranjero,2019M12,901
3013,11 Extremadura,Viajero,Residentes en el Extranjero,2019M11,960
3014,11 Extremadura,Viajero,Residentes en el Extranjero,2019M10,1.912
3015,11 Extremadura,Viajero,Residentes en el Extranjero,2019M09,1.422
3016,11 Extremadura,Viajero,Residentes en el Extranjero,2019M08,2.132
3017,11 Extremadura,Viajero,Residentes en el Extranjero,2019M07,1.600
3018,11 Extremadura,Viajero,Residentes en el Extranjero,2019M06,1.956
3019,11 Extremadura,Viajero,Residentes en el Extranjero,2019M05,1.731
3020,11 Extremadura,Viajero,Residentes en el Extranjero,2019M04,1.340
3021,11 Extremadura,Viajero,Residentes en el Extranjero,2019M03,596
3022,11 Extremadura,Viajero,Residentes en el Extranjero,2019M02,489
3023,11 Extremadura,Viajero,Residentes en el Extranjero,2019M01,712
3024,11 Extremadura,Viajero,Residentes en el Extranjero,2018M12,572
3025,11 Extremadura,Viajero,Residentes en el Extranjero,2018M11,449
3026,11 Extremadura,Viajero,Residentes en el Extranjero,2018M10,941
3027,11 Extremadura,Viajero,Residentes en el Extranjero,2018M09,824
3028,11 Extremadura,Viajero,Residentes en el Extranjero,2018M08,1.210
3029,11 Extremadura,Viajero,Residentes en el Extranjero,2018M07,955
3030,11 Extremadura,Viajero,Residentes en el Extranjero,2018M06,1.332
3031,11 Extremadura,Viajero,Residentes en el Extranjero,2018M05,1.248
3032,11 Extremadura,Viajero,Residentes en el Extranjero,2018M04,1.303
3033,11 Extremadura,Viajero,Residentes en el Extranjero,2018M03,938
3034,11 Extremadura,Viajero,Residentes en el Extranjero,2018M02,596
3035,11 Extremadura,Viajero,Residentes en el Extranjero,2018M01,553
3036,11 Extremadura,Pernoctaciones,Total ,2021M08,46.542
3037,11 Extremadura,Pernoctaciones,Total ,2021M07,27.976
3038,11 Extremadura,Pernoctaciones,Total ,2021M06,18.075
3039,11 Extremadura,Pernoctaciones,Total ,2021M05,13.136
3040,11 Extremadura,Pernoctaciones,Total ,2021M04,6.156
3041,11 Extremadura,Pernoctaciones,Total ,2021M03,9.060
3042,11 Extremadura,Pernoctaciones,Total ,2021M02,3.941
3043,11 Extremadura,Pernoctaciones,Total ,2021M01,2.236
3044,11 Extremadura,Pernoctaciones,Total ,2020M12,8.440
3045,11 Extremadura,Pernoctaciones,Total ,2020M11,6.716
3046,11 Extremadura,Pernoctaciones,Total ,2020M10,12.540
3047,11 Extremadura,Pernoctaciones,Total ,2020M09,14.457
3048,11 Extremadura,Pernoctaciones,Total ,2020M08,33.654
3049,11 Extremadura,Pernoctaciones,Total ,2020M07,23.490
3050,11 Extremadura,Pernoctaciones,Total ,2020M06,4.539
3051,11 Extremadura,Pernoctaciones,Total ,2020M05,991
3052,11 Extremadura,Pernoctaciones,Total ,2020M04,0
3053,11 Extremadura,Pernoctaciones,Total ,2020M03,3.318
3054,11 Extremadura,Pernoctaciones,Total ,2020M02,14.995
3055,11 Extremadura,Pernoctaciones,Total ,2020M01,11.446
3056,11 Extremadura,Pernoctaciones,Total ,2019M12,19.420
3057,11 Extremadura,Pernoctaciones,Total ,2019M11,17.362
3058,11 Extremadura,Pernoctaciones,Total ,2019M10,21.126
3059,11 Extremadura,Pernoctaciones,Total ,2019M09,20.134
3060,11 Extremadura,Pernoctaciones,Total ,2019M08,42.462
3061,11 Extremadura,Pernoctaciones,Total ,2019M07,27.167
3062,11 Extremadura,Pernoctaciones,Total ,2019M06,20.076
3063,11 Extremadura,Pernoctaciones,Total ,2019M05,17.781
3064,11 Extremadura,Pernoctaciones,Total ,2019M04,22.286
3065,11 Extremadura,Pernoctaciones,Total ,2019M03,13.965
3066,11 Extremadura,Pernoctaciones,Total ,2019M02,7.786
3067,11 Extremadura,Pernoctaciones,Total ,2019M01,7.077
3068,11 Extremadura,Pernoctaciones,Total ,2018M12,11.082
3069,11 Extremadura,Pernoctaciones,Total ,2018M11,10.552
3070,11 Extremadura,Pernoctaciones,Total ,2018M10,12.511
3071,11 Extremadura,Pernoctaciones,Total ,2018M09,13.932
3072,11 Extremadura,Pernoctaciones,Total ,2018M08,28.667
3073,11 Extremadura,Pernoctaciones,Total ,2018M07,20.500
3074,11 Extremadura,Pernoctaciones,Total ,2018M06,12.176
3075,11 Extremadura,Pernoctaciones,Total ,2018M05,12.804
3076,11 Extremadura,Pernoctaciones,Total ,2018M04,13.938
3077,11 Extremadura,Pernoctaciones,Total ,2018M03,15.294
3078,11 Extremadura,Pernoctaciones,Total ,2018M02,7.162
3079,11 Extremadura,Pernoctaciones,Total ,2018M01,5.590
3080,11 Extremadura,Pernoctaciones,Residentes en España,2021M08,42.888
3081,11 Extremadura,Pernoctaciones,Residentes en España,2021M07,26.610
3082,11 Extremadura,Pernoctaciones,Residentes en España,2021M06,17.083
3083,11 Extremadura,Pernoctaciones,Residentes en España,2021M05,11.996
3084,11 Extremadura,Pernoctaciones,Residentes en España,2021M04,5.817
3085,11 Extremadura,Pernoctaciones,Residentes en España,2021M03,8.934
3086,11 Extremadura,Pernoctaciones,Residentes en España,2021M02,3.684
3087,11 Extremadura,Pernoctaciones,Residentes en España,2021M01,2.079
3088,11 Extremadura,Pernoctaciones,Residentes en España,2020M12,7.899
3089,11 Extremadura,Pernoctaciones,Residentes en España,2020M11,6.388
3090,11 Extremadura,Pernoctaciones,Residentes en España,2020M10,11.975
3091,11 Extremadura,Pernoctaciones,Residentes en España,2020M09,14.128
3092,11 Extremadura,Pernoctaciones,Residentes en España,2020M08,33.164
3093,11 Extremadura,Pernoctaciones,Residentes en España,2020M07,23.049
3094,11 Extremadura,Pernoctaciones,Residentes en España,2020M06,4.399
3095,11 Extremadura,Pernoctaciones,Residentes en España,2020M05,.
3096,11 Extremadura,Pernoctaciones,Residentes en España,2020M04,0
3097,11 Extremadura,Pernoctaciones,Residentes en España,2020M03,2.775
3098,11 Extremadura,Pernoctaciones,Residentes en España,2020M02,13.548
3099,11 Extremadura,Pernoctaciones,Residentes en España,2020M01,10.050
3100,11 Extremadura,Pernoctaciones,Residentes en España,2019M12,17.848
3101,11 Extremadura,Pernoctaciones,Residentes en España,2019M11,15.505
3102,11 Extremadura,Pernoctaciones,Residentes en España,2019M10,17.401
3103,11 Extremadura,Pernoctaciones,Residentes en España,2019M09,17.441
3104,11 Extremadura,Pernoctaciones,Residentes en España,2019M08,38.954
3105,11 Extremadura,Pernoctaciones,Residentes en España,2019M07,24.275
3106,11 Extremadura,Pernoctaciones,Residentes en España,2019M06,16.555
3107,11 Extremadura,Pernoctaciones,Residentes en España,2019M05,14.079
3108,11 Extremadura,Pernoctaciones,Residentes en España,2019M04,19.533
3109,11 Extremadura,Pernoctaciones,Residentes en España,2019M03,12.778
3110,11 Extremadura,Pernoctaciones,Residentes en España,2019M02,7.036
3111,11 Extremadura,Pernoctaciones,Residentes en España,2019M01,6.138
3112,11 Extremadura,Pernoctaciones,Residentes en España,2018M12,9.969
3113,11 Extremadura,Pernoctaciones,Residentes en España,2018M11,9.974
3114,11 Extremadura,Pernoctaciones,Residentes en España,2018M10,10.702
3115,11 Extremadura,Pernoctaciones,Residentes en España,2018M09,12.406
3116,11 Extremadura,Pernoctaciones,Residentes en España,2018M08,26.546
3117,11 Extremadura,Pernoctaciones,Residentes en España,2018M07,18.589
3118,11 Extremadura,Pernoctaciones,Residentes en España,2018M06,9.816
3119,11 Extremadura,Pernoctaciones,Residentes en España,2018M05,10.472
3120,11 Extremadura,Pernoctaciones,Residentes en España,2018M04,11.781
3121,11 Extremadura,Pernoctaciones,Residentes en España,2018M03,13.542
3122,11 Extremadura,Pernoctaciones,Residentes en España,2018M02,6.242
3123,11 Extremadura,Pernoctaciones,Residentes en España,2018M01,4.932
3124,11 Extremadura,Pernoctaciones,Residentes en el Extranjero,2021M08,3.654
3125,11 Extremadura,Pernoctaciones,Residentes en el Extranjero,2021M07,1.366
3126,11 Extremadura,Pernoctaciones,Residentes en el Extranjero,2021M06,992
3127,11 Extremadura,Pernoctaciones,Residentes en el Extranjero,2021M05,1.140
3128,11 Extremadura,Pernoctaciones,Residentes en el Extranjero,2021M04,339
3129,11 Extremadura,Pernoctaciones,Residentes en el Extranjero,2021M03,126
3130,11 Extremadura,Pernoctaciones,Residentes en el Extranjero,2021M02,257
3131,11 Extremadura,Pernoctaciones,Residentes en el Extranjero,2021M01,156
3132,11 Extremadura,Pernoctaciones,Residentes en el Extranjero,2020M12,541
3133,11 Extremadura,Pernoctaciones,Residentes en el Extranjero,2020M11,328
3134,11 Extremadura,Pernoctaciones,Residentes en el Extranjero,2020M10,565
3135,11 Extremadura,Pernoctaciones,Residentes en el Extranjero,2020M09,329
3136,11 Extremadura,Pernoctaciones,Residentes en el Extranjero,2020M08,490
3137,11 Extremadura,Pernoctaciones,Residentes en el Extranjero,2020M07,441
3138,11 Extremadura,Pernoctaciones,Residentes en el Extranjero,2020M06,140
3139,11 Extremadura,Pernoctaciones,Residentes en el Extranjero,2020M05,.
3140,11 Extremadura,Pernoctaciones,Residentes en el Extranjero,2020M04,0
3141,11 Extremadura,Pernoctaciones,Residentes en el Extranjero,2020M03,543
3142,11 Extremadura,Pernoctaciones,Residentes en el Extranjero,2020M02,1.446
3143,11 Extremadura,Pernoctaciones,Residentes en el Extranjero,2020M01,1.396
3144,11 Extremadura,Pernoctaciones,Residentes en el Extranjero,2019M12,1.572
3145,11 Extremadura,Pernoctaciones,Residentes en el Extranjero,2019M11,1.857
3146,11 Extremadura,Pernoctaciones,Residentes en el Extranjero,2019M10,3.725
3147,11 Extremadura,Pernoctaciones,Residentes en el Extranjero,2019M09,2.693
3148,11 Extremadura,Pernoctaciones,Residentes en el Extranjero,2019M08,3.508
3149,11 Extremadura,Pernoctaciones,Residentes en el Extranjero,2019M07,2.893
3150,11 Extremadura,Pernoctaciones,Residentes en el Extranjero,2019M06,3.521
3151,11 Extremadura,Pernoctaciones,Residentes en el Extranjero,2019M05,3.702
3152,11 Extremadura,Pernoctaciones,Residentes en el Extranjero,2019M04,2.753
3153,11 Extremadura,Pernoctaciones,Residentes en el Extranjero,2019M03,1.187
3154,11 Extremadura,Pernoctaciones,Residentes en el Extranjero,2019M02,750
3155,11 Extremadura,Pernoctaciones,Residentes en el Extranjero,2019M01,940
3156,11 Extremadura,Pernoctaciones,Residentes en el Extranjero,2018M12,1.113
3157,11 Extremadura,Pernoctaciones,Residentes en el Extranjero,2018M11,578
3158,11 Extremadura,Pernoctaciones,Residentes en el Extranjero,2018M10,1.809
3159,11 Extremadura,Pernoctaciones,Residentes en el Extranjero,2018M09,1.526
3160,11 Extremadura,Pernoctaciones,Residentes en el Extranjero,2018M08,2.121
3161,11 Extremadura,Pernoctaciones,Residentes en el Extranjero,2018M07,1.912
3162,11 Extremadura,Pernoctaciones,Residentes en el Extranjero,2018M06,2.360
3163,11 Extremadura,Pernoctaciones,Residentes en el Extranjero,2018M05,2.331
3164,11 Extremadura,Pernoctaciones,Residentes en el Extranjero,2018M04,2.156
3165,11 Extremadura,Pernoctaciones,Residentes en el Extranjero,2018M03,1.751
3166,11 Extremadura,Pernoctaciones,Residentes en el Extranjero,2018M02,920
3167,11 Extremadura,Pernoctaciones,Residentes en el Extranjero,2018M01,658
3168,12 Galicia,Viajero,Total ,2021M08,32.557
3169,12 Galicia,Viajero,Total ,2021M07,28.688
3170,12 Galicia,Viajero,Total ,2021M06,12.895
3171,12 Galicia,Viajero,Total ,2021M05,8.125
3172,12 Galicia,Viajero,Total ,2021M04,6.545
3173,12 Galicia,Viajero,Total ,2021M03,5.364
3174,12 Galicia,Viajero,Total ,2021M02,1.083
3175,12 Galicia,Viajero,Total ,2021M01,1.640
3176,12 Galicia,Viajero,Total ,2020M12,2.281
3177,12 Galicia,Viajero,Total ,2020M11,2.490
3178,12 Galicia,Viajero,Total ,2020M10,5.525
3179,12 Galicia,Viajero,Total ,2020M09,12.981
3180,12 Galicia,Viajero,Total ,2020M08,26.088
3181,12 Galicia,Viajero,Total ,2020M07,19.976
3182,12 Galicia,Viajero,Total ,2020M06,5.657
3183,12 Galicia,Viajero,Total ,2020M05,1.575
3184,12 Galicia,Viajero,Total ,2020M04,0
3185,12 Galicia,Viajero,Total ,2020M03,1.893
3186,12 Galicia,Viajero,Total ,2020M02,5.788
3187,12 Galicia,Viajero,Total ,2020M01,4.490
3188,12 Galicia,Viajero,Total ,2019M12,6.648
3189,12 Galicia,Viajero,Total ,2019M11,6.028
3190,12 Galicia,Viajero,Total ,2019M10,12.391
3191,12 Galicia,Viajero,Total ,2019M09,21.196
3192,12 Galicia,Viajero,Total ,2019M08,29.009
3193,12 Galicia,Viajero,Total ,2019M07,23.794
3194,12 Galicia,Viajero,Total ,2019M06,13.381
3195,12 Galicia,Viajero,Total ,2019M05,9.756
3196,12 Galicia,Viajero,Total ,2019M04,10.549
3197,12 Galicia,Viajero,Total ,2019M03,5.336
3198,12 Galicia,Viajero,Total ,2019M02,3.802
3199,12 Galicia,Viajero,Total ,2019M01,4.024
3200,12 Galicia,Viajero,Total ,2018M12,5.763
3201,12 Galicia,Viajero,Total ,2018M11,4.977
3202,12 Galicia,Viajero,Total ,2018M10,9.748
3203,12 Galicia,Viajero,Total ,2018M09,15.940
3204,12 Galicia,Viajero,Total ,2018M08,28.084
3205,12 Galicia,Viajero,Total ,2018M07,21.324
3206,12 Galicia,Viajero,Total ,2018M06,12.439
3207,12 Galicia,Viajero,Total ,2018M05,11.281
3208,12 Galicia,Viajero,Total ,2018M04,8.839
3209,12 Galicia,Viajero,Total ,2018M03,6.785
3210,12 Galicia,Viajero,Total ,2018M02,3.902
3211,12 Galicia,Viajero,Total ,2018M01,3.613
3212,12 Galicia,Viajero,Residentes en España,2021M08,30.757
3213,12 Galicia,Viajero,Residentes en España,2021M07,27.135
3214,12 Galicia,Viajero,Residentes en España,2021M06,12.014
3215,12 Galicia,Viajero,Residentes en España,2021M05,7.851
3216,12 Galicia,Viajero,Residentes en España,2021M04,6.309
3217,12 Galicia,Viajero,Residentes en España,2021M03,5.130
3218,12 Galicia,Viajero,Residentes en España,2021M02,1.009
3219,12 Galicia,Viajero,Residentes en España,2021M01,1.496
3220,12 Galicia,Viajero,Residentes en España,2020M12,2.161
3221,12 Galicia,Viajero,Residentes en España,2020M11,2.204
3222,12 Galicia,Viajero,Residentes en España,2020M10,5.242
3223,12 Galicia,Viajero,Residentes en España,2020M09,11.974
